sample_id,chromosome,gene,log2,cn,ecDNA_prob,ecDNA_status
P-0079280-T02-IM7-P-0079280-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079413-T02-IM7-P-0079413-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079496-T01-IM7-P-0079496-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079565-T01-IM7-P-0079565-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079594-T01-IM7-P-0079594-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079604-T01-IM7-P-0079604-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079622-T01-IM7-P-0079622-N01-IM7,2,MYCN,6.65852,203,0.6911238594718245,ecDNA
P-0079678-T03-IM7-P-0079678-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079698-T01-IM7-P-0079698-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079703-T01-IM7-P-0079703-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079707-T01-IM7-P-0079707-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079707-T02-IM7-P-0079707-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079707-T03-IM7-P-0079707-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079743-T01-IM7-P-0079743-N01-IM7,4,PDGFRA,2.10937,9,0.3354054370831908,non-ecDNA
P-0079743-T01-IM7-P-0079743-N01-IM7,5,TRIP13,1.96206,8,0.28956500149172215,non-ecDNA
P-0079743-T01-IM7-P-0079743-N01-IM7,5,SDHA,1.96206,8,0.3168961583534256,non-ecDNA
P-0079743-T01-IM7-P-0079743-N01-IM7,5,TERT,1.96206,8,0.3192734924782739,non-ecDNA
P-0079743-T01-IM7-P-0079743-N01-IM7,5,IL7R,1.88643,8,0.29884413468093785,non-ecDNA
P-0079743-T01-IM7-P-0079743-N01-IM7,5,RICTOR,2.05035,9,0.3568453768728629,non-ecDNA
P-0079774-T01-IM7-P-0079774-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079789-T01-IM7-P-0079789-N01-IM7,4,PDGFRA,5.0137,65,0.5986665990175144,ecDNA
P-0079789-T01-IM7-P-0079789-N01-IM7,4,KIT,5.0137,65,0.6129681802530923,ecDNA
P-0079790-T01-IM7-P-0079790-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079803-T01-IM7-P-0079803-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0079836-T01-IM7-P-0079836-N01-IM7,1,MCL1,2.52067,12,0.3132900286364185,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,1,H3C15,2.52067,12,0.24435328132902373,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,1,H3C14,2.52067,12,0.2445657935888152,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,6,H3C2,2.22628,10,0.25919105949073273,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,6,H1-2,2.22628,10,0.26958277009965287,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,6,H3C7,2.22628,10,0.2582221862579394,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,6,H3C4,2.22628,10,0.25873891464669696,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,6,H2BC5,2.22628,10,0.36093462543939436,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,6,H3C1,2.22628,10,0.2590222819279929,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,6,H3C3,2.22628,10,0.25775546918090103,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,6,H3C6,2.22628,10,0.31582586977812827,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,12,GLI1,2.08986,9,0.27006060630433887,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,12,STAT6,2.08986,9,0.27732668012735884,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,12,ERBB3,2.08986,9,0.24670124461084433,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,12,CDK4,2.08986,9,0.2416293173477781,non-ecDNA
P-0079836-T01-IM7-P-0079836-N01-IM7,14,NFKBIA,2.12877,9,0.2679934524223854,non-ecDNA
P-0079876-T01-IM7-P-0079876-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080086-T01-IM7-P-0080086-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080133-T02-IM7-P-0080133-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080144-T01-IM7-P-0080144-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080144-T03-IM7-P-0080144-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080186-T06-IM7-P-0080186-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080207-T01-IM7-P-0080207-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080314-T01-IM7-P-0080314-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080440-T01-IM7-P-0080440-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080443-T01-IM7-P-0080443-N01-IM7,8,NSD3,2.53495,12,0.3374187343710412,non-ecDNA
P-0080443-T01-IM7-P-0080443-N01-IM7,8,FGFR1,2.53495,12,0.3151050814501446,non-ecDNA
P-0080443-T01-IM7-P-0080443-N01-IM7,19,DOT1L,3.07543,17,0.4147469174363536,non-ecDNA
P-0080443-T01-IM7-P-0080443-N01-IM7,19,GNA11,3.07543,17,0.3853538876145941,non-ecDNA
P-0080464-T01-IM7-P-0080464-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080509-T01-IM7-P-0080509-N01-IM7,19,CCNE1,2.34954,11,0.3381923809123017,non-ecDNA
P-0080637-T01-IM7-P-0080637-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080763-T01-IM7-P-0080763-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080787-T04-IM7-P-0080787-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080799-T01-IM7-P-0080799-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080882-T01-IM7-P-0080882-N01-IM7,7,BRAF,3.05745,17,0.4345659767394576,non-ecDNA
P-0080882-T01-IM7-P-0080882-N01-IM7,20,PAK5,1.85983,8,0.2821867138470609,non-ecDNA
P-0080889-T01-IM7-P-0080889-N01-IM7,2,MYCN,2.9923,16,0.4325644510465153,non-ecDNA
P-0080889-T02-IM7-P-0080889-N01-IM7,2,MYCN,3.38114,21,0.47159534293072736,non-ecDNA
P-0080908-T01-IM7-P-0080908-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080908-T02-IM7-P-0080908-N01-IM7,12,CDK4,2.34374,11,0.32931877195056936,non-ecDNA
P-0080908-T02-IM7-P-0080908-N01-IM7,12,MDM2,2.46207,12,0.3568168463174682,non-ecDNA
P-0080956-T01-IM7-P-0080956-N01-IM7,12,GLI1,1.96931,8,0.25601955711528246,non-ecDNA
P-0080956-T01-IM7-P-0080956-N01-IM7,12,CDK4,1.96931,8,0.2285795452647925,non-ecDNA
P-0080956-T01-IM7-P-0080956-N01-IM7,12,STAT6,1.96931,8,0.26305554606478415,non-ecDNA
P-0080957-T01-IM7-P-0080957-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0080982-T01-IM7-P-0080982-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081019-T01-IM7-P-0081019-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081038-T02-IM7-P-0081038-N01-IM7,2,MYCN,5.74689,108,0.6146673789763522,ecDNA
P-0081050-T01-IM7-P-0081050-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081120-T01-IM7-P-0081120-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081152-T01-IM7-P-0081152-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081272-T01-IM7-P-0081272-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081355-T02-IM7-P-0081355-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081411-T01-IM7-P-0081411-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081500-T01-IM7-P-0081500-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081545-T01-IM7-P-0081545-N01-IM7,2,MYCN,2.3463,11,0.28257221811659433,non-ecDNA
P-0081586-T01-IM7-P-0081586-N01-IM7,1,MCL1,1.8607,8,0.27843096378179955,non-ecDNA
P-0081586-T01-IM7-P-0081586-N01-IM7,1,SETDB1,1.8607,8,0.34146099795322254,non-ecDNA
P-0081586-T01-IM7-P-0081586-N01-IM7,1,H3C15,1.8607,8,0.21476536762373005,non-ecDNA
P-0081586-T01-IM7-P-0081586-N01-IM7,1,H3C13,1.8607,8,0.21226930127204188,non-ecDNA
P-0081586-T01-IM7-P-0081586-N01-IM7,1,H3C14,1.8607,8,0.21495946793924967,non-ecDNA
P-0081586-T01-IM7-P-0081586-N01-IM7,12,CDK4,2.54599,12,0.47901579359499885,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,STAT6,2.19031,10,0.1972267613904125,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,IGF1,2.19031,10,0.2390899386543328,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,SH2B3,2.19031,10,0.2233420999750027,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,CDK4,2.19031,10,0.1693405014150243,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,MDM2,2.19031,10,0.21816727305645972,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,TBX3,2.19031,10,0.19401933013299086,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,GLI1,2.19031,10,0.1914756339818693,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,PTPN11,2.19031,10,0.241698754440038,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,MSI1,2.57632,12,0.2607885164256447,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,RAB35,2.57632,12,0.25362026445632085,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,KMT5A,2.57632,12,0.2579591748443058,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,HNF1A,2.57632,12,0.25650438360765193,non-ecDNA
P-0081586-T03-IM7-P-0081586-N01-IM7,12,POLE,2.57632,12,0.2852476113876044,non-ecDNA
P-0081586-T04-IM7-P-0081586-N01-IM7,12,HNF1A,2.06723,9,0.26126777537407603,non-ecDNA
P-0081586-T04-IM7-P-0081586-N01-IM7,12,KMT5A,2.06723,9,0.2627371523745841,non-ecDNA
P-0081586-T04-IM7-P-0081586-N01-IM7,12,RAB35,2.06723,9,0.2583539786863388,non-ecDNA
P-0081586-T04-IM7-P-0081586-N01-IM7,12,MSI1,2.06723,9,0.26559408974218374,non-ecDNA
P-0081586-T04-IM7-P-0081586-N01-IM7,12,POLE,1.82741,8,0.2685425726789881,non-ecDNA
P-0081595-T02-IM7-P-0081595-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081659-T01-IM7-P-0081659-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081661-T01-IM7-P-0081661-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081706-T01-IM7-P-0081706-N01-IM7,1,H3C15,3.00609,17,0.2743577259562844,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,1,H3C14,3.00609,17,0.2745868507792333,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,1,SETDB1,3.00609,17,0.41751387798286804,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,1,H3C13,3.00609,17,0.27140845234915106,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,1,MCL1,3.00609,17,0.34786276105041414,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C8,3.59185,25,0.3618587873576558,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C7,3.59185,25,0.3617194547527632,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C6,3.59185,25,0.4290935076190765,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C4,3.59185,25,0.36234223662746157,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C1,3.59185,25,0.36268361561316914,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C3,3.59185,25,0.3611566513500034,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H1-2,3.59185,25,0.37533249755567943,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H2BC5,3.59185,25,0.4791789535552195,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C2,3.59185,25,0.3628868964261252,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,STK19,1.93718,8,0.18645932824033892,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,DAXX,1.93718,8,0.1679872604810983,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,VEGFA,1.93718,8,0.1971323030140607,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C10,1.93718,8,0.12678369267593392,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C12,1.93718,8,0.127649610276645,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,TAP1,1.93718,8,0.17958189743676384,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,CDKN1A,1.93718,8,0.1877467999522104,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,H3C11,1.93718,8,0.1273212915593004,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,CCND3,1.93718,8,0.2472101777138999,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,HLA-C,1.93718,8,0.1625828037294351,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,HLA-A,1.93718,8,0.16274457588134408,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,MDC1,1.93718,8,0.19881740907107587,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,HLA-B,1.93718,8,0.16207814194290804,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,TAP2,1.93718,8,0.19807486048141001,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,NOTCH4,1.93718,8,0.21135108632284658,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,6,PIM1,1.93718,8,0.1718128823557531,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,7,PMS2,2.29735,10,0.3522444352408814,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,7,RAC1,2.29735,10,0.34368337546345257,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,11,CTR9,2.0894,9,0.31817939930739425,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,11,KBTBD4,2.19381,10,0.29613980957895686,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,11,RPS6KB2,1.88472,8,0.21733451865878547,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,11,CCND1,1.88472,8,0.23448863440367296,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,11,RPS6KA4,1.88472,8,0.23395006044109545,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,11,FGF19,1.88472,8,0.21285577486889803,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,11,SDHAF2,1.88472,8,0.24045980318583832,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,11,MEN1,1.88472,8,0.21839996294525282,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,15,TP53BP1,2.79152,14,0.41188388137184845,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,15,B2M,2.79152,14,0.3227909110390372,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,16,FANCA,2.21619,10,0.45778386486650213,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,TP53,3.44046,22,0.6040401221970401,ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,ACTG1,2.13909,9,0.16332385321180534,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,AXIN2,2.13909,9,0.21997206561870924,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,SRSF2,2.13909,9,0.16647829852090817,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,RNF43,2.13909,9,0.23779287250088613,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,HOXB13,2.13909,9,0.17045604753122914,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,PPM1D,2.13909,9,0.23822759083762654,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,H3-3B,2.13909,9,0.1667848388511077,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,SPOP,2.13909,9,0.2431957760076754,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,PRKAR1A,2.13909,9,0.2547161176400105,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,BRIP1,2.13909,9,0.2671058016873296,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,CD79B,2.13909,9,0.16826525362964612,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,RAD51C,2.13909,9,0.16317156127143562,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,RPTOR,2.13909,9,0.2918144385173003,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,MSI2,2.13909,9,0.29234015063684066,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,17,SOX9,2.13909,9,0.17695188226000813,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,19,DNAJB1,2.22391,10,0.23695492624477715,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,19,SMARCA4,2.22391,10,0.3426396015655008,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,19,CALR,2.22391,10,0.2547024871410071,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,19,PIK3R2,1.94968,8,0.30639404014287247,non-ecDNA
P-0081706-T01-IM7-P-0081706-N01-IM7,19,UPF1,1.94968,8,0.3296883455224422,non-ecDNA
P-0081706-T02-IM7-P-0081706-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081781-T01-IM7-P-0081781-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081810-T01-IM7-P-0081810-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081810-T02-IM7-P-0081810-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081873-T01-IM7-P-0081873-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0081976-T01-IM7-P-0081976-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082081-T01-IM7-P-0082081-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082096-T01-IM7-P-0082096-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082096-T02-IM7-P-0082096-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082186-T02-IM7-P-0082186-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082301-T01-IM7-P-0082301-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082373-T01-IM7-P-0082373-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082507-T01-IM7-P-0082507-N01-IM7,12,GLI1,3.92778,31,0.47571688716173155,non-ecDNA
P-0082507-T01-IM7-P-0082507-N01-IM7,12,CDK4,3.92778,31,0.43942831028664764,non-ecDNA
P-0082507-T03-IM7-P-0082507-N01-IM7,12,GLI1,3.17087,19,0.4227870323801191,non-ecDNA
P-0082507-T03-IM7-P-0082507-N01-IM7,12,CDK4,3.17087,19,0.38755144806623737,non-ecDNA
P-0082563-T01-IM7-P-0082563-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082581-T01-IM7-P-0082581-N01-IM7,2,MYCN,4.75286,54,0.49604626377293126,non-ecDNA
P-0082603-T01-IM7-P-0082603-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082642-T01-IM7-P-0082642-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082715-T02-IM7-P-0082715-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082738-T01-IM7-P-0082738-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082740-T02-IM7-P-0082740-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082749-T04-IM7-P-0082749-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082749-T05-IM7-P-0082749-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082845-T02-IM7-P-0082845-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082976-T01-IM7-P-0082976-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0082988-T01-IM7-P-0082988-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083196-T01-IM7-P-0083196-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083204-T01-IM7-P-0083204-N01-IM7,2,MYCN,2.68602,13,0.29893288082703345,non-ecDNA
P-0083231-T01-IM7-P-0083231-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083253-T01-IM7-P-0083253-N01-IM7,5,RICTOR,1.80934,8,0.25072625860379727,non-ecDNA
P-0083253-T01-IM7-P-0083253-N01-IM7,5,DROSHA,1.80934,8,0.24970818917836912,non-ecDNA
P-0083253-T01-IM7-P-0083253-N01-IM7,5,IL7R,1.80934,8,0.20381817186202889,non-ecDNA
P-0083271-T01-IM7-P-0083271-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083297-T01-IM7-P-0083297-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083390-T01-IM7-P-0083390-N01-IM7,1,MYCL,3.82354,29,0.4334000299767788,non-ecDNA
P-0083390-T01-IM7-P-0083390-N01-IM7,2,MYCN,6.65492,202,0.66821034609153,ecDNA
P-0083439-T01-IM7-P-0083439-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083449-T01-IM7-P-0083449-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083585-T01-IM7-P-0083585-N01-IM7,2,MYCN,7.40742,340,0.7380752827214904,ecDNA
P-0083594-T01-IM7-P-0083594-N01-IM7,3,TGFBR2,2.09774,9,0.34009122644297596,non-ecDNA
P-0083594-T01-IM7-P-0083594-N01-IM7,6,CCND3,2.89591,15,0.41916358608395216,non-ecDNA
P-0083594-T01-IM7-P-0083594-N01-IM7,12,CDK4,3.10954,18,0.3890424030790946,non-ecDNA
P-0083701-T01-IM7-P-0083701-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083781-T03-IM7-P-0083781-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083805-T02-IM7-P-0083805-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083830-T02-IM7-P-0083830-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083855-T01-IM7-P-0083855-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0083855-T03-IM7-P-0083855-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0084011-T02-IM7-P-0084011-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0084310-T01-IM7-P-0084310-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0084443-T03-IM7-P-0084443-N01-IM7,14,PRKD1,2.05629,9,0.3331098796207438,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,14,NFKBIA,2.72718,14,0.2631167717349616,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,14,NKX2-1,2.00461,9,0.2116599319067879,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,14,FOXA1,2.00461,9,0.22171677857060795,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,17,TP53,2.1416,9,0.46392453386255983,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,YES1,1.85887,8,0.27064726133980993,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,BCL2,1.82687,8,0.24401768612469857,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,PMAIP1,1.82687,8,0.15422519815350053,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,MALT1,1.82687,8,0.22108098883536023,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,SERPINB4,1.82687,8,0.16392422383656916,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,SERPINB3,1.82687,8,0.16302463182368868,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,SMAD4,1.82687,8,0.21058936932010655,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,SETBP1,1.82687,8,0.24414669593181001,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,SMAD2,1.82687,8,0.23107995952119467,non-ecDNA
P-0084443-T03-IM7-P-0084443-N01-IM7,18,PIK3C3,1.82687,8,0.23336202849509824,non-ecDNA
P-0084443-T04-IM7-P-0084443-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0084443-T05-IM7-P-0084443-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0084443-T06-IM7-P-0084443-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0084549-T01-IM7-P-0084549-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0084553-T01-IM7-P-0084553-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0084626-T01-IM7-P-0084626-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
